gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Student_ID,Feedback_Text,Risk_Level,gpa,attendance_rate,participation_score,late_submissions
female,group A,some college,free/reduced,none,58,55,62,STU19336,I attend classes regularly but don't always pay attention.,1,2.66,89,59,1
female,group C,associate's degree,standard,completed,77,82,91,STU19337,I'm motivated to keep improving my grades.,0,3.08,93,75,1
male,group E,high school,standard,none,94,70,76,STU19338,I enjoy group projects and collaborative learning.,0,3.1,98,88,0
female,group C,some high school,standard,none,69,69,74,STU19339,The exam was average difficulty for me.,1,2.95,77,84,4
male,group D,some college,free/reduced,completed,68,64,67,STU19340,The test was manageable and I understood most concepts.,0,2.5,88,78,2
female,group C,high school,free/reduced,completed,46,71,65,STU19341,My performance varies a lot depending on the subject.,1,2.3,78,57,5
male,group B,associate's degree,standard,completed,85,82,85,STU19342,I feel confident about my progress this semester.,0,3.27,95,78,1
female,group A,some high school,free/reduced,none,48,41,44,STU19343,The questions were confusing and I couldn't finish on time.,2,1.9,67,29,12
female,group E,associate's degree,standard,completed,80,83,89,STU19344,The test was manageable and I understood most concepts.,0,3.03,99,83,0
female,group E,bachelor's degree,standard,none,96,100,99,STU19345,I enjoy group projects and collaborative learning.,0,4.0,86,78,0
male,group C,some college,free/reduced,none,30,25,27,STU19346,I struggled a lot with the material this term.,2,0.89,50,21,8
female,group B,high school,standard,none,88,94,91,STU19347,My confidence in this subject has grown significantly.,0,3.37,96,99,1
male,group D,associate's degree,standard,none,70,64,56,STU19348,I feel anxious about exams and my future.,2,2.38,72,48,14
female,group B,some high school,standard,none,61,70,70,STU19349,The test was manageable and I understood most concepts.,0,2.67,95,85,0
male,group B,some college,free/reduced,none,39,37,30,STU19350,I have difficulty concentrating during class.,2,1.29,55,35,13
male,group D,some college,free/reduced,none,75,64,67,STU19351,I think I could do better if I focused more.,0,3.07,93,86,2
female,group B,associate's degree,standard,none,62,64,61,STU19352,My performance varies a lot depending on the subject.,1,2.26,79,67,1
female,group A,some college,standard,none,57,62,61,STU19353,"I feel neutral about school, neither excited nor worried.",1,2.03,70,76,5
female,group C,associate's degree,standard,none,84,80,81,STU19354,I am doing well and understanding the concepts clearly.,0,3.3,91,81,0
male,group B,some college,free/reduced,none,56,55,65,STU19355,My study habits are strong and I feel on track.,0,2.55,97,100,1
male,group C,high school,standard,none,57,54,49,STU19356,I understand lectures but struggle with practice problems.,1,2.29,71,78,3
male,group A,some college,standard,none,49,41,38,STU19357,I struggled a lot with the material this term.,2,1.96,41,37,8
female,group D,some college,free/reduced,completed,53,59,63,STU19358,The test was manageable and I understood most concepts.,0,2.29,86,93,0
male,group B,associate's degree,standard,completed,95,84,91,STU19359,My study habits are strong and I feel on track.,0,3.5,85,100,1
female,group D,associate's degree,free/reduced,none,47,53,63,STU19360,I feel isolated and don't have anyone to help me.,2,2.21,61,23,15
female,group E,bachelor's degree,standard,none,63,68,72,STU19361,I find the coursework challenging but rewarding.,0,2.86,91,94,0
female,group C,associate's degree,standard,none,80,84,90,STU19362,The test was manageable and I understood most concepts.,0,3.68,98,87,2
female,group C,associate's degree,standard,completed,78,87,87,STU19363,The study materials are excellent and easy to follow.,0,3.67,92,83,1
female,group C,some high school,standard,none,73,71,85,STU19364,I participate actively in class discussions.,0,2.77,98,91,2
male,group E,bachelor's degree,standard,none,77,66,58,STU19365,I think I could do better if I focused more.,0,3.02,97,97,2
female,group B,some high school,standard,none,71,64,67,STU19366,I feel confident about my progress this semester.,0,2.77,86,95,0
male,group D,some high school,standard,completed,94,88,83,STU19367,I am satisfied with my performance and feel well-prepared.,0,3.75,88,89,2
female,group E,high school,standard,completed,54,63,76,STU19368,"It was fine, not great. I have room to improve.",1,2.31,80,83,5
female,group E,associate's degree,standard,none,95,100,99,STU19369,The test was manageable and I understood most concepts.,0,4.0,88,80,2
female,group D,master's degree,free/reduced,completed,57,69,74,STU19370,I consistently complete assignments on time and enjoy learning.,0,2.56,88,92,0
female,group E,associate's degree,standard,completed,98,97,90,STU19371,My study habits are strong and I feel on track.,0,4.0,94,79,1
female,group B,associate's degree,free/reduced,none,50,61,54,STU19372,I attend classes regularly but don't always pay attention.,1,2.44,70,53,3
male,group B,high school,free/reduced,none,60,46,51,STU19373,I think I might fail this course without help.,2,1.97,68,36,9
male,group D,some high school,standard,completed,82,64,67,STU19374,I feel confident about my progress this semester.,0,2.68,96,92,1
female,group D,associate's degree,free/reduced,none,47,59,59,STU19375,I sometimes fall behind on homework but catch up eventually.,1,2.58,81,55,5
female,group E,associate's degree,standard,none,90,98,94,STU19376,I consistently complete assignments on time and enjoy learning.,0,3.82,85,77,2
female,group D,some college,standard,none,55,57,59,STU19377,I did okay but could do better with more effort.,1,2.35,70,71,3
female,group A,master's degree,free/reduced,none,52,72,77,STU19378,I understand the basics but struggle with advanced topics.,1,2.74,75,73,2
male,group B,high school,free/reduced,none,35,32,23,STU19379,I feel isolated and don't have anyone to help me.,2,1.08,75,49,11
female,group C,some high school,standard,none,82,96,86,STU19380,My confidence in this subject has grown significantly.,0,3.77,91,100,2
female,group E,some college,standard,none,83,85,96,STU19381,I feel supported by my teachers and peers.,0,3.66,99,87,1
male,group E,bachelor's degree,standard,completed,75,59,68,STU19382,My study habits are strong and I feel on track.,0,2.41,93,95,1
female,group D,associate's degree,free/reduced,completed,42,66,55,STU19383,I need more time to grasp certain concepts.,1,2.44,80,80,5
male,group D,associate's degree,free/reduced,completed,56,70,75,STU19384,I am satisfied with my performance and feel well-prepared.,0,3.0,87,78,0
female,group C,high school,free/reduced,completed,72,83,80,STU19385,"Great learning experience, the teacher is very helpful.",0,2.78,100,89,2
female,group B,master's degree,free/reduced,completed,50,72,59,STU19386,"It was fine, not great. I have room to improve.",1,2.55,89,76,5
male,group B,high school,free/reduced,none,39,32,26,STU19387,I struggled a lot with the material this term.,2,1.35,49,39,5
male,group B,high school,free/reduced,none,62,79,75,STU19388,I attend classes regularly but don't always pay attention.,1,2.65,89,64,3
male,group C,associate's degree,free/reduced,none,67,62,65,STU19389,I attend classes regularly but don't always pay attention.,1,2.56,90,78,2
male,group B,some high school,free/reduced,completed,44,53,56,STU19390,I don't understand the lectures at all anymore.,2,1.69,53,18,10
female,group C,high school,free/reduced,none,34,50,45,STU19391,I am disappointed with my scores and feel lost.,2,1.84,56,18,11
female,group C,associate's degree,standard,none,62,66,65,STU19392,I think I could do better if I focused more.,2,2.96,75,18,7
female,group E,some college,standard,completed,86,89,89,STU19393,I love this subject and enjoy the classes.,0,3.8,86,76,0
male,group E,bachelor's degree,free/reduced,completed,83,77,67,STU19394,I am doing well and understanding the concepts clearly.,0,3.17,86,83,2
male,group D,high school,standard,none,91,79,70,STU19395,I consistently complete assignments on time and enjoy learning.,0,3.05,99,78,2
male,group D,some college,free/reduced,none,60,59,59,STU19396,The course material is too difficult for me.,2,2.15,47,14,9
female,group D,high school,standard,none,54,70,62,STU19397,The workload is manageable but sometimes overwhelming.,1,2.34,83,61,5
male,group D,high school,standard,none,64,57,45,STU19398,I don't understand the lectures at all anymore.,2,1.9,72,26,12
male,group E,some high school,standard,completed,82,72,81,STU19399,I feel supported by my teachers and peers.,0,2.92,97,84,2
female,group D,some high school,standard,none,63,55,59,STU19400,Some topics are clear but others are confusing.,1,2.52,88,76,3
female,group C,some college,standard,none,54,55,65,STU19401,My performance varies a lot depending on the subject.,1,1.97,82,62,5
female,group C,associate's degree,standard,none,70,80,74,STU19402,I am satisfied with my performance and feel well-prepared.,0,2.69,88,88,2
female,group D,some college,standard,none,67,61,71,STU19403,I did okay but could do better with more effort.,0,2.33,89,77,2
male,group A,high school,standard,completed,72,68,73,STU19404,My grades are acceptable but not where I want them.,1,2.71,78,55,2
female,group D,associate's degree,free/reduced,none,47,51,60,STU19405,I have no motivation to study anymore.,2,1.85,74,44,7
female,group D,some college,free/reduced,none,65,67,77,STU19406,The workload is manageable but sometimes overwhelming.,1,2.4,90,54,4
female,group D,associate's degree,standard,completed,53,77,84,STU19407,The test was manageable and I understood most concepts.,0,2.7,95,95,1
male,group B,high school,standard,completed,69,65,64,STU19408,My grades are acceptable but not where I want them.,1,2.55,88,74,2
male,group E,some high school,free/reduced,completed,77,64,59,STU19409,I consistently complete assignments on time and enjoy learning.,0,2.35,100,78,2
male,group D,some high school,standard,completed,72,63,66,STU19410,I love this subject and enjoy the classes.,0,2.57,100,97,1
female,group C,bachelor's degree,free/reduced,completed,65,70,77,STU19411,My study habits are strong and I feel on track.,0,2.7,90,81,0
male,group C,some college,standard,none,63,56,57,STU19412,I feel confident about my progress this semester.,0,2.73,89,82,1
male,group E,associate's degree,standard,completed,62,59,62,STU19413,I consistently complete assignments on time and enjoy learning.,0,2.83,91,98,2
male,group C,master's degree,standard,completed,90,82,87,STU19414,I am doing well and understanding the concepts clearly.,0,3.7,99,95,2
female,group E,some college,free/reduced,completed,77,83,82,STU19415,I feel confident about my progress this semester.,0,2.88,95,79,2
male,group E,some high school,standard,completed,91,89,75,STU19416,I feel confident about my progress this semester.,0,3.68,91,98,0
female,group E,some college,standard,none,99,95,100,STU19417,I consistently complete assignments on time and enjoy learning.,0,3.86,93,79,0
male,group D,some high school,standard,completed,70,75,77,STU19418,The study materials are excellent and easy to follow.,0,2.65,87,90,2
female,group A,some high school,standard,none,45,65,64,STU19419,The questions were confusing and I couldn't finish on time.,2,1.98,47,11,14
female,group C,some high school,standard,none,69,77,83,STU19420,I enjoy group projects and collaborative learning.,0,2.68,95,80,2
male,group C,some college,standard,none,66,60,65,STU19421,I am stressed and falling behind in multiple subjects.,2,2.81,66,44,10
female,group C,master's degree,free/reduced,none,45,60,56,STU19422,My performance varies a lot depending on the subject.,2,2.42,62,23,11
female,group D,associate's degree,free/reduced,none,42,61,60,STU19423,I think I might fail this course without help.,2,2.39,73,24,13
female,group C,some college,standard,completed,74,88,83,STU19424,I feel supported by my teachers and peers.,0,3.35,90,85,0
female,group B,high school,free/reduced,none,36,61,45,STU19425,I understand the basics but struggle with advanced topics.,1,1.93,70,81,4
female,group A,some high school,free/reduced,none,45,59,46,STU19426,The course material is too difficult for me.,2,1.89,70,35,9
